web-scraper-order,web-scraper-start-url,pagination,pagination-href,Text_select,Titulo ,Nota_element
"1561503800-997","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","228","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1135-Air-France","Apesar de ter viajado na classe econômica e não ter reservado poltrona, fiquei em uma cadeira confortável com espaço aceitável. A comida foi farta, com sabor mediano.
Gostei da opções de filmes disponibilizadas.
Equipe de bordo francesa, um pouco seca no tratamento.
Usaria o serviço novamente.","Vôo tranquilo","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504382-1917","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","116","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or575-Air-France","Com exceção do espaço minimo na classe economica, e dos meus 1,81m., foi tudo ótimo. Vôo pontual, tranquilo, atendimento excelente, boa comida... todos de parabéns","Apertado, mas tudo ok!","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503855-1085","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","201","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1000-Air-France","Pessimo atendimento!! Tivemos o Azar de Pegar a epoca da Greve!! Perdemos nossas malas no VOo Paris - Roma!!! Quase toda a bagagem do voo nao foi despachada!! O atendimento com o publico foi horroroso!!! 
Depois perdemos o VOO de Roma - Paris Pelo atraso do voo Firenze-Roma.
Trataram-nos muito mal!! Nao queriam falar em ingles!! REespondiam em Frances!! Fizeram-nos ficar 12 horas no Aeroporto!! Nao pagaram um day-use!! Estavamos com uma Senhora de 84 anos!!! Falta de Educacao e Respeito!!!
Nunca mais viajo com Air France!!!","Péssimo Atendimento","<span class=""ui_bubble_rating bubble_10""></span>"
"1561504423-1983","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","155","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or770-Air-France","maraviilha de aeronave, excelente companhia aérea, serviço em terra diferenciado, viajem longa mais razoável quanto ao conforto.","melhorando","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504257-1720","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","10","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or45-Air-France","A informação passada pela companhia era de um banco da Econômica Premium era mais confortável, com reclino maior que a Econômica comum.
Não é bem assim.
O banco é fixo e o assento tem uma plataforma que ""escorrega"" permitindo ficar mais deitado. Funciona bem se você não tiver mais de 1,80 metro de altura.

Também tive dois desconfortos muito grande: no trecho Dubai Paris houve um overbooking e, mesmo tendo feito o check in assim que aberto o prazo de 30 horas, não sobrou lugar para minha mulher e eu.
Fomos reacomodados na classe econômica com a promessa de reembolso de 75% do valor da passagem no trecho Dubai Paris,
Mas a atendente omitiu que seria um vale não reembolsável, e que somente poderia ser usado em outra viagem da Air France.

Outro detalhe desconfortável: No voo Paris São Paulo minha o poltrona 24b estava quebrada. Avisei a comissária, mas ela se fez de morta. 
Foi uma viagem péssima.
E a Air France disse que isto era uma coisa pontual.
Entretanto, seus comissário de bordo reacomodaram dois franceses que estavam na classe econômica na classe executiva.
Ou seja, se quisessem teriam resolvido meu desconforto.

Pelo menos o vinho era bom.","Não foi o que esperava","<span class=""ui_bubble_rating bubble_30""></span>"
"1561504539-2163","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","263","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1310-Air-France","Mesmo para um vôo de durabilidade pequena, fui muito vem atendido pelos tripulante, porém o inconveniente de cobrar por bagagem de porão foi um único registro negativo.","Credibilidade e pontualidade","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504169-1585","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","51","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or250-Air-France","Viajamos com um 777 da Air France para Paris e sinceramente o voo foi super tranquilo. Já viajei muito a Paris em outras companhias mas nenhuma supera a Air France. O menu jantar e almoço e excelente,sou celíaca e prepararam um repas sem glúten excelente! Sempre que puder viajarei com a Air France.","Ótimo voo ótima comida","<span class=""ui_bubble_rating bubble_20""></span>"
"1561504114-1498","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","78","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or385-Air-France","excelente atendimento de toda tripulação, aeronave espaçosa, refeições generosas e super saborosas. Super recomendo","otima experiencia","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504287-1764","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","26","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or125-Air-France","Num viagem tão longa como esta é necessária uma excelente atenção do pessoal, o que aconteceu, um bom serviço, sem atrasos.","Viagem tranquila!","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504457-2032","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","185","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or920-Air-France","Avião novo, poltrona bastante confortável, mesmo sendo poltronas uma ao lado da outra, é confortável o suficiente para descansar ao lado do desconhecido. Comida boa e o atendimento também, percebi um certo esforço dos comissários para falar em português e atender os meus pedidos.","Muito bom!!!","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504439-2006","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","170","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or845-Air-France","Não foi a primeira e nem será a última vez que viajei na Air France. Acho a empresa confiável, e o atendimento adequado, considerando-se que, por enquanto, só posso viajar na classe econômica. O cardápio é muito bom, e há opções para quem tem restrições alimentares (embora eu ainda não tenha conseguido me desvencilhar dessa opção). A resposta da Air France pelas redes sociais também é boa. Por duas vezes já recorri a esse recurso (ambas por problemas com malas), e eles ofereceram solução rápida e efetiva.","Boa experiência","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504086-1450","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","91","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or450-Air-France","Adoro viajar por esta companhia aérea, conforto, atendimento de qualidade por parte da equipe de bordo. Alimentação farta,e gostosa. Recomendo!","A preferida","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503768-944","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","243","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1210-Air-France","Esse voo foi o que mais tinha comissários falando diversas línguas: português, francês, inglês, espanhol, holandês e alemão. Tripulação solícita, serviço bacana.","Excelente","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504004-1323","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","130","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or645-Air-France","Trata-se da maior companhia de aviação de França com a fusão realizada com a KLM tornou-se numa das maiores companhias aéreas europeias e do mundo. Possui uma frota renovada de mais de duas centenas de aeronaves na sua maioria Airbus. Realiza diariamente vários voos para Portugal com eficiência e pontualidade. Normalmente o check-in é célere e organizado, sendo que os voos maioritariamente cumprem os horários. Em termos de atendimento e serviço a bordo, é bastante cordial e eficiente. A comida a bordo atendendo a que se trata de comida de avião é bastante boa e com disponibilidade de opções especificas. Em termos de espaço nos acentos, pelo menos na classe económica é de todo idêntico à Transportadora Aérea Nacional comprometendo ligeiramente o conforto quando os voos são de longo curso.
No que concerne á bagagem, o serviço é rápido e cuidado não se verifica o desmazelo típico de Lisboa ou Milão. Os procedimentos são para cumprir e cada profissional desempenha as suas rotinas com brio e competência. 
É possível check-in online 30 horas antes do voo até a hora-limite para o check-in. As ligações por norma são para o Aeroporto de Cherles de Gaule, embora também já tenha aterrado em Orly.","Elegante e funcional","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504405-1952","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","137","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or680-Air-France","A air France prima pela pontualidade, além de um atendimento a bordo de primeira qualidade mesmo na classe econômica, o boeing 777 da rota é um dos mais modernos proporcionando momentos de prazer e conforto com amplo espaço e entretenimento, tornando a viagem agradável apesar da longa distancia.","Pontualidade e excelência","<span class=""ui_bubble_rating bubble_50""></span>"
"1561504467-2045","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","194","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or965-Air-France","Atendimento bom.Pessoal eficiente. Poltrona confortável. Refeições boas. Filmes bons.Durante o voo serviço bom.","cia aérea","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504457-2029","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","185","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or920-Air-France","Os voos foram todos muito tranquilos. A equipe é bem treinada, embora alguns pudessem falar melhor inglês. As telinhas individuais ofereceram boas opções de filmes. Quanto à comida, típica comida de avião, nem ruim, nem particularmente boa! De modo geral, uma experiência agradável.","Equipe bem treinada, boas opções de filmes.","<span class=""ui_bubble_rating bubble_40""></span>"
"1561503784-971","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","235","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1170-Air-France","Já havia viajado de Air France algumas vezes. A qualidade mantém-se estável, muito embora a poltrona, mesmo com espaço maior para as pernas na Econômica Premium, oferece uma posição que não é muito confortável para dormir. Como sugestão, que me parece bem óbvia: considerem reformular a poltrona para que ela fique totalmente reta, ainda que não possa ficar paralela ao solo....","Melhor na Economy Premium","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504102-1475","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","84","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or415-Air-France","Check-in rápido e tranquilo, embarque no horário, atendimento a bordo razoável porém nada de especial.

Comida e bebida no mesmo nível de outras companhias aéreas. O queijo era bom e a sobremesa também, mas o pão estava muito duro.

O espaço do assento é pequeno para mim (1,85m de altura), e além disso a área sob o assento da frente é obstruída, impedindo que eu esticasse as pernas completamente. Tive que viajar com as pernas dobradas por todo o percurso de 9 horas, o que me irritou profundamente.","Viagem a Paris","<span class=""ui_bubble_rating bubble_40""></span>"
"1561504483-2073","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","209","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or1040-Air-France","Nunca, em inúmeras idas a Europa, Estados Unidos, ou mesmo voos na América do Sul vi comissária tão grosseira e despreparada. Meu filho de 3 anos tem mais de 14 voos internacionais, e jamais vi comissária tão despreparada para lidar com criança a bordo. Ele não chorava. Apenas caminhava pelo corredor, o que para ela pareceu um absurdo. Extremamente grosseira.","Péssimo atendimento","<span class=""ui_bubble_rating bubble_10""></span>"
"1561503950-1234","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","156","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or775-Air-France","Viajamos em três pessoas, como minha mãe tem 85 anos, não foi possível utilizar os assentos da saída de emergência. Como opção oferecida, paguei a diferença de 3 lugares escolhidos, onde apenas um oferecia um pouco mais de espaço para as pernas, por não ter o assento da frente. O avião era similar ao espaço oferecido nos vôos nacionais, para curta distância. Havia viajado pela Air France há 2 anos e meio, com um espaço muito superior, nada semelhante ao ""aperto"" desta viagem. Acredito que esta seja uma forma de obrigarem a compra de classes especiais, sem respeito ao passageiro. Uma pena, uma companhia aérea tradicional diminuir tanto a sua qualidade.","O desconforto de uma viagem longa","<span class=""ui_bubble_rating bubble_30""></span>"
"1561503876-1121","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-Air-France#REVIEWS","190","https://www.tripadvisor.com.br/Airline_Review-d8729003-Reviews-or945-Air-France","A Air France está investindo na qualidade de suas aeronaves e atendimento. Mesmo na classe econômica, as poltronas acomodavam bem. Os comissários foram atenciosos e durante todo o trajeto havia, além das refeições previstas,  lanchinhos, bebidas e petiscos disponíveis para os passageiros durante todo trajeto. O vôo foi tranquilo e no horário.","Melhor relação custo-benefício","<span class=""ui_bubble_rating bubble_50""></span>"
